bank_name,atm_cd,atm_lat,atm_long,stname,dtname,atm_city,atm_pin_cd
HDFC Bank Ltd,P3ENHE63,17.471568,78.360044,TELANGANA,Ranga Reddy,HYDERABAD, 
State Bank Of India,S1NB000847559,17.471618,78.426047,TELANGANA,Medchal Malkajgiri,AMEERPET, 
State Bank Of India,T1BS005916289,17.47162,78.36274,TELANGANA,Ranga Reddy,HYDERABAD, 
State Bank Of India,S1BB004275001,17.471708,78.387018,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Indian Overseas Bank,IOBD9843,17.471739,78.567849,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S5NL061790621,17.471826,78.417974,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
ICICI Bank Ltd,SFCNM512,17.47183,78.53926,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BJ002714081,17.47184,78.56927,TELANGANA,Medchal Malkajgiri,RANGAREDDY,500062
State Bank Of India,S1BW000916100,17.471887,78.431528,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Union Bank Of India,H1390101,17.4719,78.7905,TELANGANA,Yadadri Bhuvanagiri,BIBINAGAR,508126
Axis Bank Ltd,BPRH306101,17.47203,78.474019,TELANGANA,Hyderabad,HYDERABAD, 
Axis Bank Ltd,CWCW42730,17.472119,78.567599,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
HDFC Bank Ltd,S1ANHE19,17.47219,78.544659,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Bank Of Baroda,1VW409101,17.472264,78.569018,TELANGANA,Medchal Malkajgiri,HYDERABAD,500040
City Union Bank Ltd,CUB01599,17.472319,78.551596,TELANGANA,Medchal Malkajgiri,RENGA REDDY,500062
ICICI Bank Ltd,SECNJ055,17.472363,78.500482,TELANGANA,Medchal Malkajgiri,Secunderabad, 
Canara Bank,61003791,17.472397,78.550176,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,T1BS005916299,17.472414,78.292724,TELANGANA,Sangareddy,TELLAPUR, 
Punjab National Bank,DA110003,17.472535,78.500239,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,TPCN13054,17.47265626,78.46401134,TELANGANA,Hyderabad,0,500059
State Bank Of India,S1NG002714105,17.47267,78.545668,TELANGANA,Medchal Malkajgiri,MALKAJGIRI, 
Kotak Mahindra Bank Limited,HYBW9584,17.472678,78.509275,TELANGANA,Hyderabad,Hyderabad,500009
ICICI Bank Ltd,S1VDC020,17.472682,78.312591,TELANGANA,Ranga Reddy, , 
Bank Of Maharashtra,DA1361T1,17.47277,78.366837,TELANGANA,Ranga Reddy,SERILINGAMPALLY KOTHAGUDA,500084
Axis Bank Ltd,MWCW111403,17.472809,78.79201,TELANGANA,Yadadri Bhuvanagiri,BIBINAGAR, 
Axis Bank Ltd,DWRO111404,17.472809,78.79201,TELANGANA,Yadadri Bhuvanagiri,BIBINAGAR, 
State Bank Of India,T1BW000916278,17.472922,78.482454,TELANGANA,Medchal Malkajgiri,Secunderabad, 
HDFC Bank Ltd,P3FNHY18,17.472926,78.421775,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
HDFC Bank Ltd,S1AWHA09,17.473,78.7695,TELANGANA,Yadadri Bhuvanagiri,Hyderabad,NULL
HDFC Bank Ltd,P1DCHY31,17.4732,78.5506,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Axis Bank Ltd,LWCW53820,17.474783,78.308111,TELANGANA,Ranga Reddy,SERILINGAMPALLY, 
City Union Bank Ltd,CUBFI877,17.47335,78.562626,TELANGANA,Medchal Malkajgiri,KANCHEEPURAM,631502
Axis Bank Ltd,TERH408001,17.47339,78.487212,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
State Bank Of India,S5NE011992621,17.47343,78.79729,TELANGANA,Yadadri Bhuvanagiri,NALGONDA,508126
HDFC Bank Ltd,P1DCHY05,17.4735,78.4994,TELANGANA,Hyderabad,Secunderabad,NULL
ICICI Bank Ltd,SACWN914,17.473552,78.388496,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SACWN889,17.473552,78.388496,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S5NE020245621,17.473559,78.427998,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
ICICI Bank Ltd,SPCNH427,17.473821,78.570915,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BG002714100,17.473826,78.570838,TELANGANA,Medchal Malkajgiri,KEESARA,500062
ICICI Bank Ltd,SACWN858,17.473827,78.570808,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BW002714075,17.47392,78.5708,TELANGANA,Medchal Malkajgiri,RANGAREDDY,500062
Axis Bank Ltd,SPCN19318,17.473986,78.424341,TELANGANA,Medchal Malkajgiri,0,500018
HDFC Bank Ltd,P1DCHD42,17.474,78.5635,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Union Bank Of India,H0327102,17.474,78.571,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
State Bank Of India,S1BJ000916109,17.47401,78.44757,TELANGANA,Medchal Malkajgiri,AMEERPET, 
State Bank Of India,S1N6000847017,17.474038,78.509327,TELANGANA,Hyderabad,SECUNDERABAD, 
State Bank Of India,S5NE020362621,17.474048,78.571234,TELANGANA,Medchal Malkajgiri,SBH KUSHAIGUDA, 
Karur Vysya Bank Ltd,S1AC0146503,17.47406982,78.5683313,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
ICICI Bank Ltd,S1CNQ431,17.474145,78.424247,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,S1CNI875,17.47414614,78.42425131,TELANGANA,Medchal Malkajgiri,Kukatpally, 
City Union Bank Ltd,CUB01944,17.474225,78.541631,TELANGANA,Medchal Malkajgiri,HABSIGUDA,500007
State Bank Of India,S1N6000847509,17.474249,78.5138,TELANGANA,Hyderabad,Hyderabad, 
Axis Bank Ltd,BWCW181716,17.474279,78.360889,TELANGANA,Ranga Reddy,HYDERABAD, 
Axis Bank Ltd,DPRH137804,17.474287,78.568416,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
Bank Of India,IHY8013,17.474319,78.38746,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,DECN338502,17.47434,78.39137,TELANGANA,Medchal Malkajgiri,GHMC (M CORP. + OG) (PART), 
Union Bank Of India,W1419004,17.474567,78.57027,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
Union Bank Of India,W2267001,17.4746,78.2878,TELANGANA,Sangareddy,TELLAPUR,502032
Canara Bank,A3444001,17.47467,78.57164,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1NB005916187,17.474751,78.38579,TELANGANA,Medchal Malkajgiri,QUTUBULLAPUR, 
State Bank Of India,S1NB005916186,17.474755,78.385767,TELANGANA,Medchal Malkajgiri,QUTUBULLAPUR, 
Canara Bank,A3435001,17.47478,78.31029,TELANGANA,Ranga Reddy,NALLAGANDLA,500019
Indian Bank,S1AN1161,17.474779,78.310292,TELANGANA,Ranga Reddy,RANGAREDDY,500019
Axis Bank Ltd,CWCW53823,17.474783,78.308111,TELANGANA,Ranga Reddy,SERILINGAMPALLY, 
State Bank Of India,S5NC018559621,17.474968,78.309787,TELANGANA,Ranga Reddy,HYDERABAD,500046
Central Bank Of India,SCDH34771S,17.475061,78.498336,TELANGANA,Hyderabad, , 
State Bank Of India,T1NH000916210,17.475218,78.497184,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
Union Bank Of India,N0327012,17.4753,78.5682,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
Union Bank Of India,N0327011,17.4753,78.5682,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
HDFC Bank Ltd,S1ANHY78,17.4754,78.4479,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Indusind Bank,MN000417,17.475404,78.568187,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Axis Bank Ltd,CWCW19346,17.47543167,78.38909,TELANGANA,Medchal Malkajgiri,0,500072
HDFC Bank Ltd,P1DCHY03,17.4755,78.5544,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
State Bank Of India,T1NW000916157,17.47556,78.552038,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Union Bank Of India,COBD116640,17.475585,78.426786,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1NZ000847136,17.47565,78.55149,TELANGANA,Medchal Malkajgiri,HYDERABAD,500035
HDFC Bank Ltd,P3ENHE48,17.475779,78.362584,TELANGANA,Ranga Reddy,HYDERABAD, 
Canara Bank,56661740,17.47579,78.573226,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,CPRH42712,17.475909,78.551814,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Axis Bank Ltd,APCN69803,17.47610442,78.48266491,TELANGANA,Hyderabad,0,500011
Punjab National Bank,DA110039,17.476195,78.38135,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BG020812002,17.476238,78.481846,TELANGANA,Hyderabad,SECUNDERABAD, 
ICICI Bank Ltd,S1CWI406,17.476247,78.48088,TELANGANA,Hyderabad, , 
Canara Bank,56671738,17.476337,78.480888,TELANGANA,Hyderabad, , 
Canara Bank,0878W023,17.476337,78.480888,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,SACWB656,17.476346,78.480845,TELANGANA,Hyderabad,Secunderabad, 
ICICI Bank Ltd,SACWC469,17.476346,78.480845,TELANGANA,Hyderabad,Secunderabad, 
State Bank Of India,S1BW002714027,17.476609,78.52559,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Bank Of India,AHY9011,17.476639,0.0,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,APCN42715,17.47665146,78.5563182,TELANGANA,Medchal Malkajgiri,0,500062
Axis Bank Ltd,DWCW137806,17.4766908,78.4984691,TELANGANA,Hyderabad,0,500010
Union Bank Of India,N0327010,17.4767,78.5564,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
Union Bank Of India,W1764001,17.4768,78.5589,TELANGANA,Medchal Malkajgiri,HYDERABAD,500039
Union Bank Of India,H1764101,17.4768,78.5589,TELANGANA,Medchal Malkajgiri,HYDERABAD,500039
HDFC Bank Ltd,P1DCHY17,17.477849,78.562672,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,W1764002,17.476809,78.558882,TELANGANA,Medchal Malkajgiri,HYDERABAD,500039
HDFC Bank Ltd,P3ECSB01,17.476849,78.53767,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,N1157004,17.4769,78.5145,TELANGANA,Hyderabad,HYDERABAD,500015
Union Bank Of India,NHYD12311111111,17.47693,78.56717,TELANGANA,Medchal Malkajgiri,Ranga Reddy,500062
Bank Of India,AHY8035,17.47694,78.52576,TELANGANA,Medchal Malkajgiri, , 
South Indian Bank Ltd,05140002,17.4772,78.3931,TELANGANA,Medchal Malkajgiri,Greater Hyderabad,500085
HDFC Bank Ltd,P1DCHD40,17.477463,78.483167,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1NB000847560,17.477477,78.421133,TELANGANA,Medchal Malkajgiri,AMEERPET, 
State Bank Of India,S5NA010621621,17.4776,78.51468,TELANGANA,Hyderabad,HYDERABAD,500015
HDFC Bank Ltd,P1DCHD44,17.477645,78.562672,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,APCN42709,17.47765182,78.52453575,TELANGANA,Medchal Malkajgiri,0,500056
ICICI Bank Ltd,S1CNI826,17.477697,78.475902,TELANGANA,Hyderabad,Secunderabad, 
ICICI Bank Ltd,S1VDK544,17.477697,78.475898,TELANGANA,Hyderabad, , 
HDFC Bank Ltd,P1AWHY05,17.4777,78.5246,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
HDFC Bank Ltd,P3ENHE27,17.477718,78.439933,TELANGANA,Medchal Malkajgiri, , 
HDFC Bank Ltd,P3ENHE04,17.477718,78.439933,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,DPRH145702,17.47785,78.290159,TELANGANA,Sangareddy,HYDERABAD, 
ICICI Bank Ltd,S1CWK600,17.477876,78.570671,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,S1CWK360,17.477876,78.570671,TELANGANA,Medchal Malkajgiri, , 
Bank Of India,IHY8024,17.477899,78.28805,TELANGANA,Sangareddy, , 
HDFC Bank Ltd,P1DCHD21,17.4779,78.5243,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Axis Bank Ltd,DPRH395701,17.477899,78.56989,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
ICICI Bank Ltd,SACWF760,17.477947,78.425346,TELANGANA,Medchal Malkajgiri, , 
Punjab National Bank,DA110010,17.478048,78.570173,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,W1282005,17.47806,78.345643,TELANGANA,Ranga Reddy,HYDERABAD, 
Karur Vysya Bank Ltd,S1AC0146501,17.4781895,78.5526949,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
State Bank Of India,T1NY005916254,17.478229,78.413719,TELANGANA,Medchal Malkajgiri,Ameerpet, 
Bank Of Baroda,1CRHTSHY01,17.478274,78.559729,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
Bank Of Baroda,1DBA17971,17.478274,78.559729,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
Bank Of Baroda,1CRTSHY02,17.478274,78.55973,TELANGANA,Medchal Malkajgiri,0,500011
State Bank Of India,S1BW005916099,17.47833,78.32861,TELANGANA,Ranga Reddy,RANGAREDDY,500019
State Bank Of India,S1BJ006314001,17.478338,78.286499,TELANGANA,Sangareddy,HYDERABAD, 
State Bank Of India,S1NZ000847110,17.478366,78.481471,TELANGANA,Hyderabad,HYDERABAD, 
Punjab National Bank,WC110055,17.478369,78.44793,TELANGANA,Medchal Malkajgiri, , 
Indian Overseas Bank,IOBD6962,17.478419,78.514839,TELANGANA,Hyderabad, , 
South Indian Bank Ltd,05080001,17.4786,78.5595,TELANGANA,Medchal Malkajgiri,Greater Hyderabad,500062
State Bank Of India,S1BW005916098,17.47861,78.31944,TELANGANA,Ranga Reddy,RANGAREDDY,500019
Karur Vysya Bank Ltd,S1AC0146502,17.478718,78.557145,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
Axis Bank Ltd,BWCW181718,17.47873,78.360619,TELANGANA,Ranga Reddy,RANGAREDDY, 
Punjab National Bank,B1316000,17.478751,78.514306,TELANGANA,Hyderabad, , 
State Bank Of India,T1NF005916259,17.478795,78.36039,TELANGANA,Ranga Reddy,Shaikpet, 
State Bank Of India,S1NG000916026,17.478881,78.555061,TELANGANA,Medchal Malkajgiri,Secunderabad, 
Canara Bank,A3432001,17.479,78.56025,TELANGANA,Medchal Malkajgiri, , 
Lakshmi Vilas Bank Ltd,01360844,17.479089,0.0,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SACWN824,17.479158,78.511238,TELANGANA,Hyderabad, , 
Axis Bank Ltd,S3RH42703,17.479197,78.558491,TELANGANA,Medchal Malkajgiri,0,500062
Axis Bank Ltd,CPRH42705,17.47926,78.55895,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Axis Bank Ltd,APRH42704,17.47926,78.55895,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Canara Bank,0878E018,17.479276,78.586278,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SECNM748,17.479309,78.58625,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,BPCN145707,17.47931,78.319829,TELANGANA,Ranga Reddy,HYDERABAD, 
Union Bank Of India,N1774006,17.4794,78.4235,TELANGANA,Medchal Malkajgiri,HYDERABAD,500072
ICICI Bank Ltd,SACWN878,17.479434,78.563522,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,W1467002,17.479446,78.391446,TELANGANA,Medchal Malkajgiri,HYDERABAD,500072
ICICI Bank Ltd,SACWF101,17.479461,78.316028,TELANGANA,Ranga Reddy,Hyderabad, 
Bank Of Maharashtra,WA1747A1,17.47947,78.318561,TELANGANA,Ranga Reddy,SERI LINGAMPALLY,500019
Axis Bank Ltd,APCN42722,17.4795883,78.5635017,TELANGANA,Medchal Malkajgiri,0,500062
HDFC Bank Ltd,S1ANHE30,17.479589,78.39455,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Union Bank Of India,W1419005,17.4796,78.5811,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
Union Bank Of India,H1419101,17.4796,78.5811,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
Union Bank Of India,N1419006,17.479616,78.581103,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
State Bank Of India,T1NH002714115,17.479673,78.586316,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Union Bank Of India,NHYD01401111111,17.47979,78.55782,TELANGANA,Medchal Malkajgiri,Ranga Reddy,500062
State Bank Of India,S1N6000847333,17.479822,78.563817,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
HDFC Bank Ltd,S1ANHD04,17.4799,78.3178,TELANGANA,Ranga Reddy,Hyderabad,NULL
HDFC Bank Ltd,S1ANHD03,17.4799,78.3179,TELANGANA,Ranga Reddy,Hyderabad,NULL
HDFC Bank Ltd,S1ANRT36,17.4799,78.3179,TELANGANA,Ranga Reddy,Hyderabad,NULL
HDFC Bank Ltd,P1DCHD56,17.4799,78.5889,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Karnataka Bank Ltd,KBL09041,17.479914,78.556107,TELANGANA,Medchal Malkajgiri,Hyderabad,500062
HDFC Bank Ltd,P3FNHY24,17.479958,78.56614,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Union Bank Of India,H1414101,17.48,78.3198,TELANGANA,Ranga Reddy,HYDERABAD,500019
Kotak Mahindra Bank Limited,HYON1115,17.48,78.33,TELANGANA,Ranga Reddy,Hyderabad,500032
State Bank Of India,S5NL021422621,17.480046,78.49988,TELANGANA,Hyderabad,HYDERABAD, 
Bank Of Baroda,1RDNHYD33,17.480157,78.552223,TELANGANA,Medchal Malkajgiri,0,500062
DCB bank Ltd,DCB05101,17.480157,78.552222,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BJ003026099,17.480178,78.592334,TELANGANA,Medchal Malkajgiri,HYDERABAD,500058
Punjab National Bank,N3473700,17.480197,78.417103,TELANGANA,Medchal Malkajgiri,Hyderabad,500072
Union Bank Of India,W2920001,17.4802,78.5522,TELANGANA,Medchal Malkajgiri,SECUNDERABAD,500062
Union Bank Of India,Y2920101,17.4802,78.5522,TELANGANA,Medchal Malkajgiri,SECUNDERABAD,500062
State Bank Of India,S1BW021422003,17.480238,78.499846,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S1BW020556002,17.48028,80.231727,TELANGANA,Khammam,KAREPALLY, 
HDFC Bank Ltd,P1DCHY21,17.4803,78.537,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
HDFC Bank Ltd,S1ANHB62,17.480381,78.580848,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,N1774005,17.4804,78.4224,TELANGANA,Medchal Malkajgiri,HYDERABAD,500072
HDFC Bank Ltd,P1DCHY92,17.4805,78.5908,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
ICICI Bank Ltd,SACWM322,17.480579,78.393714,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SACWM322,17.480579,78.393714,TELANGANA,Medchal Malkajgiri, , 
HDFC Bank Ltd,S1ACHY60,17.4806,78.5017,TELANGANA,Hyderabad,Hyderabad,NULL
Axis Bank Ltd,BPCN181711,17.48065,78.3653,TELANGANA,Ranga Reddy,HYDERABAD, 
ICICI Bank Ltd,S1CNB889,17.480787,78.390129,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,DPRH181703,17.480803,78.360056,TELANGANA,Ranga Reddy,HYDERABAD, 
Axis Bank Ltd,BPCN181712,17.480804,78.360056,TELANGANA,Ranga Reddy, , 
Axis Bank Ltd,APAN06814,17.4810146,78.4867568,TELANGANA,Medchal Malkajgiri,0,500014
Indusind Bank,MC074001,17.481078,78.556003,TELANGANA,Medchal Malkajgiri,Hyderabad, 
State Bank Of India,T1BS002714140,17.481159,78.52862,TELANGANA,Medchal Malkajgiri,MALKAJGIRI, 
Axis Bank Ltd,LWCW19351,17.494707,78.427384,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,N1034006,17.4812,78.3907,TELANGANA,Medchal Malkajgiri,HYDERABAD,500085
HDFC Bank Ltd,P1DCHD03,17.4812,78.5553,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
State Bank Of India,S1BW002714014,17.481214,78.58371,TELANGANA,Medchal Malkajgiri,RANGAREDDY, 
HDFC Bank Ltd,P3FNHY75,17.481272,78.55573,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
City Union Bank Ltd,CUB01105,17.481274,78.554288,TELANGANA,Medchal Malkajgiri,Hyderabad,500062
HDFC Bank Ltd,S1ANHD32,17.4813,78.5557,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Kotak Mahindra Bank Limited,HYON1859,17.481357,78.592434,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Union Bank Of India,W2956001,17.48139,78.565375,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
ICICI Bank Ltd,S1CWK460,17.481399,78.5531,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,S1CWE555,17.481452,78.553127,TELANGANA,Medchal Malkajgiri,Hyderabad, 
ICICI Bank Ltd,S1CWE556,17.481452,78.553127,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Bank Of India,FHY9002,17.481549,78.487879,TELANGANA,Medchal Malkajgiri, , 
Canara Bank,A3082001,17.4816,78.4085,TELANGANA,Medchal Malkajgiri,HYDERABAD,500027
State Bank Of India,S1BW002714078,17.48167,78.55027,TELANGANA,Medchal Malkajgiri,RANGAREDDY,500094
Punjab National Bank,C36B107601,17.481738,78.553043,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SECNL241,17.481798,78.299262,TELANGANA,Ranga Reddy, , 
ICICI Bank Ltd,SACWN874,17.481851,78.552696,TELANGANA,Medchal Malkajgiri, , 
HDFC Bank Ltd,S1AWTZ01,17.481966,78.416064,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,CBTD064040,17.481987,78.552909,TELANGANA,Medchal Malkajgiri, , 
IndusInd Bank,MC056901,17.48205,78.414783,TELANGANA,Medchal Malkajgiri,Hyderabad,500072
State Bank Of India,S1NZ000847154,17.482064,78.302008,TELANGANA,Ranga Reddy,HYDERABAD, 
Punjab National Bank,N2456500,17.4822,78.5532,TELANGANA,Medchal Malkajgiri,HYDERABAD,500062
ICICI Bank Ltd,S1CN2112,17.482206,78.415687,TELANGANA,Medchal Malkajgiri,Hyderabad, 
HDFC Bank Ltd,P3FNHY15,17.482231,78.413876,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,T1BS020134094,17.482289,78.378719,TELANGANA,Medchal Malkajgiri,KARIMNAGAR, 
ICICI Bank Ltd,SFCNM380,17.482311,78.5354,TELANGANA,Medchal Malkajgiri, , 
Canara Bank,A3096001,17.482348,78.595123,TELANGANA,Medchal Malkajgiri, , 
IDBI Bank Ltd,ID028014,17.48238,78.40768,TELANGANA,Medchal Malkajgiri,Rangareddi,500072
Axis Bank Ltd,DWCW292210,17.4824,78.413479,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Axis Bank Ltd,DWCW292206,17.4824,78.413479,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S1BW000847505,17.482448,78.302149,TELANGANA,Ranga Reddy,HYDERABAD,500013
State Bank Of India,T1BS005916297,17.48245,78.131,TELANGANA,Ranga Reddy,SHANKERPALLI, 
State Bank Of India,S1BG002714048,17.482534,78.552007,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
Axis Bank Ltd,DECN317503,17.482539,78.536439,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
State Bank Of India,S5NL005916623,17.482541,78.317386,TELANGANA,Ranga Reddy,HYDERABAD, 
Axis Bank Ltd,AWCW53816,17.482578,78.304272,TELANGANA,Ranga Reddy, , 
Axis Bank Ltd,AWRO53805,17.482579,78.304269,TELANGANA,Ranga Reddy,HYDERABAD, 
State Bank Of India,S1BW002714032,17.482583,78.53597,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S1BW010098003,17.482596,78.393674,TELANGANA,Medchal Malkajgiri,AMEERPET, 
State Bank Of India,S1BG000916147,17.482677,78.486092,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
State Bank Of India,S1N6000847460,17.482683,78.552519,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Union Bank Of India,W0455004,17.48274,78.30437,TELANGANA,Ranga Reddy,HYDERABAD,500032
State Bank Of India,S1NZ000847152,17.482817,78.552387,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Indusind Bank,MN000411,17.48283,78.304495,TELANGANA,Ranga Reddy,Hyderabad, 
State Bank Of India,S1BW021835001,17.483147,80.56962,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
ICICI Bank Ltd,SACWJ265,17.483268,78.325177,TELANGANA,Ranga Reddy,Hyderabad, 
ICICI Bank Ltd,SACWM053,17.483268,78.32518,TELANGANA,Ranga Reddy, , 
Kotak Mahindra Bank Limited,HYON9194,17.48332,78.55032,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Canara Bank,A3434001,17.48335,78.38707,TELANGANA,Medchal Malkajgiri,HYDERABAD,500072
Axis Bank Ltd,DECN338501,17.483353,78.387066,TELANGANA,Medchal Malkajgiri, , 
HDFC Bank Ltd,P1ENHD01,17.4834,78.2982,TELANGANA,Sangareddy,Hyderabad,NULL
Axis Bank Ltd,DECN306202,17.483399,78.3871,TELANGANA,Medchal Malkajgiri, , 
HDFC Bank Ltd,P3ENHD04,17.4834,78.4101,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Karur Vysya Bank Ltd,S1AC0146703,17.483429,78.408604,TELANGANA,Medchal Malkajgiri,HYDERABAD,500072
HDFC Bank Ltd,P3ENHY98,17.483455,78.408537,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,BPCN145608,17.48346,78.483209,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S5NL010621622,17.483461,78.516052,TELANGANA,Medchal Malkajgiri,TRIMULGHERRY, 
HDFC Bank Ltd,S1ACHD80,17.4835,78.3155,TELANGANA,Ranga Reddy,Hyderabad,NULL
Axis Bank Ltd,APCN19314,17.48355833,78.41115667,TELANGANA,Medchal Malkajgiri,0,500072
HDFC Bank Ltd,P3ENHD40,17.4836,78.4101,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
HDFC Bank Ltd,P3ENHE03,17.483609,78.3918,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,NHYD12511111111,17.48369,78.44938,TELANGANA,Medchal Malkajgiri,Ranga Reddy,500004
State Bank Of India,S1NB000916008,17.483695,78.449719,TELANGANA,Medchal Malkajgiri,Hyderabad, 
HDFC Bank Ltd,P1DCHD15,17.4837,78.4101,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Axis Bank Ltd,CPRH70205,17.48371,78.487309,TELANGANA,Medchal Malkajgiri,KOMPALLY, 
Axis Bank Ltd,DPRH181702,17.483727,78.361778,TELANGANA,Ranga Reddy,HYDERABAD, 
Axis Bank Ltd,BPCN181709,17.4837272,78.3617783,TELANGANA,Ranga Reddy,0,500050
