bank_name,atm_cd,atm_lat,atm_long,stname,dtname,atm_city,atm_pin_cd
Axis Bank Ltd,DPRH145803,17.37729,78.47428,TELANGANA,Hyderabad,HYDERABAD, 
ICICI Bank Ltd,S1CNP427,17.377317,78.569046,TELANGANA,Medchal Malkajgiri, , 
IDBI Bank Ltd,TC132701,17.37738,78.49663,TELANGANA,Hyderabad,Hyderabad,500002
Bank Of Baroda,1CRAPHY06,17.37744,78.557596,TELANGANA,Medchal Malkajgiri,0,576014
State Bank Of India,T1NW000916230,17.377463,78.479601,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S5NL021459621,17.377567,78.548456,TELANGANA,Medchal Malkajgiri,SAIDABAD, 
ICICI Bank Ltd,S1VDK547,17.377593,78.491104,TELANGANA,Hyderabad, , 
City Union Bank Ltd,CUBFI285,17.377595,78.47492,TELANGANA,Hyderabad,Hyderabad,500012
City Union Bank Ltd,CUBFI768,17.377595,78.47492,TELANGANA,Hyderabad,CHENNAI,600088
HDFC Bank Ltd,P3ENHD51,17.3777,78.4728,TELANGANA,Hyderabad,Hyderabad,NULL
HDFC Bank Ltd,P1DCHD57,17.3777,78.4838,TELANGANA,Hyderabad,Hyderabad,NULL
ICICI Bank Ltd,S1CNQ731,17.377719,78.474784,TELANGANA,Hyderabad, , 
State Bank Of India,S1NB003026005,17.377755,78.548402,TELANGANA,Medchal Malkajgiri,OFFSITE, 
State Bank Of India,S1BG000847521,17.377836,78.48318,TELANGANA,Hyderabad,NAMPALLY, 
Union Bank Of India,Y3046101,17.3779,78.5154,TELANGANA,Hyderabad,HYDERABAD,500036
Union Bank Of India,N3046001,17.3779,78.5154,TELANGANA,Hyderabad,HYDERABAD,500036
Karur Vysya Bank Ltd,S1AC0140402,17.37790158,78.47832444,TELANGANA,Hyderabad,HYDERABAD,500195
State Bank Of India,T1NW005916222,17.377959,78.541476,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S1NB000847002,17.378005,78.481877,TELANGANA,Hyderabad,NAMPALLY, 
State Bank Of India,S1BW008806001,17.37818,79.0194,TELANGANA,Yadadri Bhuvanagiri,NALGONDA,508112
ICICI Bank Ltd,SACWF649,17.378185,78.420173,TELANGANA,Hyderabad, , 
HDFC Bank Ltd,S1ACHE16,17.3782,78.420758,TELANGANA,Hyderabad,Hyderabad, 
Canara Bank,A3009001,17.3782,78.4208,TELANGANA,Hyderabad,HYDERABAD,500008
Axis Bank Ltd,BWCW113426,17.37828,78.569429,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S1BW021766001,17.378308,79.019554,TELANGANA,Yadadri Bhuvanagiri,VALIGONDA, 
ICICI Bank Ltd,SACWC695,17.378475,78.478757,TELANGANA,Hyderabad,Hyderabad, 
ICICI Bank Ltd,SACWN924,17.378475,78.478759,TELANGANA,Hyderabad, , 
State Bank Of India,S1BG013426001,17.378566,78.393248,TELANGANA,Hyderabad,Hyderabad, 
State Bank Of India,S1BG020269006,17.378579,78.516081,TELANGANA,Hyderabad,AMBERPET, 
IDBI Bank Ltd,TC105715,17.37858,78.49388,TELANGANA,Hyderabad,Hyderabad,500074
State Bank Of India,S1NZ000847149,17.37878,78.5162,TELANGANA,Hyderabad,HYDERABAD,500036
State Bank Of India,S1NZ000847148,17.37879,78.51622,TELANGANA,Hyderabad,HYDERABAD,500036
Canara Bank,A3097001,17.3789,78.3444,TELANGANA,Ranga Reddy,MANCHIREVULA,500089
IndusInd Bank,MC000448,17.379004,78.516093,TELANGANA,Hyderabad,Hyderabad,500036
State Bank Of India,S1BW003026037,17.379073,78.562077,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,T1BS005916301,17.379193,78.414405,TELANGANA,Hyderabad,HYDERABAD, 
ICICI Bank Ltd,SACWG763,17.379224,78.500396,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,SACWC500,17.379225,78.500393,TELANGANA,Hyderabad,Hyderabad, 
State Bank Of India,S5NE040648621,17.379254,78.542887,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Indian Overseas Bank,IOB6563,17.379669,78.770112,TELANGANA,Yadadri Bhuvanagiri,NALGONDA,0
Indian Bank,S1AO0091,17.379702,78.47555,TELANGANA,Hyderabad,HYDERABAD,500003
Indian Bank,S1T007671,17.379702,78.47555,TELANGANA,Hyderabad,HYDERABAD,500195
ICICI Bank Ltd,SACWE844,17.379761,78.480944,TELANGANA,Hyderabad,Hyderabad, 
State Bank Of India,T1BS005916296,17.3798,78.41146,TELANGANA,Hyderabad,Golconda, 
State Bank Of India,T1NH003026192,17.379802,78.541004,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
HDFC Bank Ltd,P1AWHY08,17.3799,78.4408,TELANGANA,Hyderabad,Hyderabad,NULL
IDBI Bank Ltd,ID105711,17.38,78.51036,TELANGANA,Hyderabad,Hyderabad,500070
Axis Bank Ltd,BPCN190705,17.3801918,78.4612975,TELANGANA,Hyderabad,0,500006
RBL Bank Ltd,RE330001,17.380309,78.512229,TELANGANA,Hyderabad,HYDERABAD, 
IDBI Bank Ltd,ID132701,17.38044,78.44719,TELANGANA,Hyderabad,Hyderabad,500002
State Bank Of India,T1BW000916263,17.380532,78.537644,TELANGANA,Medchal Malkajgiri,Saroornagar, 
Union Bank Of India,W1416001,17.3808,78.4213,TELANGANA,Hyderabad,HYDERABAD,500008
Union Bank Of India,H1416101,17.3808,78.4213,TELANGANA,Hyderabad,HYDERABAD,500008
State Bank Of India,T1BY003026262,17.38088,78.478437,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S5NE020069621,17.380911,78.483476,TELANGANA,Hyderabad,Hyderabad, 
ICICI Bank Ltd,SACWC545,17.381044,78.463904,TELANGANA,Hyderabad,Hyderabad, 
ICICI Bank Ltd,SACWJ226,17.381044,78.463904,TELANGANA,Hyderabad,Hyderabad, 
State Bank Of India,S1BW021486001,17.381085,78.440039,TELANGANA,Hyderabad,HYDERABAD, 
Karur Vysya Bank Ltd,S1AC0140403,17.38142809,78.46783688,TELANGANA,Hyderabad,HYDERABAD,500195
HDFC Bank Ltd,S1ANHT01,17.3815,78.429,TELANGANA,Hyderabad,Hyderabad,NULL
Axis Bank Ltd,LWCW42627,17.38151,78.42993,TELANGANA,Hyderabad,HYDERABAD, 
Axis Bank Ltd,CWRO42609,17.38151,78.42993,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S1NZ000847144,17.381633,78.564014,TELANGANA,Medchal Malkajgiri,Hyderabad, 
State Bank Of India,S1BW000847053,17.381778,78.47451,TELANGANA,Hyderabad,HYDERABAD, 
Axis Bank Ltd,APCN42625,17.381985,78.4108167,TELANGANA,Hyderabad,0,500008
Punjab National Bank,D1485700,17.38209,78.4671,TELANGANA,Hyderabad,HYDERABAD,500072
ICICI Bank Ltd,SACWJ005,17.382153,78.481143,TELANGANA,Hyderabad,Hyderabad, 
Karur Vysya Bank Ltd,S1AC0140401,17.3822607,78.47552527,TELANGANA,Hyderabad,HYDERABAD,500195
ICICI Bank Ltd,SACWG457,17.382307,78.481629,TELANGANA,Hyderabad, , 
Canara Bank,A3420001,17.3824,78.46367,TELANGANA,Hyderabad, , 
Canara Bank,A3011001,17.382438,78.463708,TELANGANA,Hyderabad, , 
Canara Bank,0878EP08,17.38246,78.43011,TELANGANA,Hyderabad, , 
Union Bank Of India,DHYD02301111111,17.38249,78.4819,TELANGANA,Hyderabad,Hyderabad,500095
ICICI Bank Ltd,SECNM749,17.382493,78.408866,TELANGANA,Hyderabad, , 
Punjab National Bank,WC156401,17.382504,78.453442,TELANGANA,Hyderabad,HYDERABAD,500028
State Bank Of India,S1NZ000847143,17.382513,78.570193,TELANGANA,Medchal Malkajgiri,Hyderabad, 
HDFC Bank Ltd,P1DCHY35,17.3826,78.406,TELANGANA,Hyderabad,Hyderabad,NULL
ICICI Bank Ltd,SACWN882,17.382604,78.481933,TELANGANA,Hyderabad, , 
IDBI Bank Ltd,ID087211,17.38262,78.46916,TELANGANA,Hyderabad,Hyderabad,580081
Canara Bank,0878E021,17.38273,78.429952,TELANGANA,Hyderabad, , 
Bank Of Maharashtra,PA100701,17.382734,78.480873,TELANGANA,Hyderabad,JAMBAGH,500195
State Bank Of India,S1BW000847010,17.382853,78.486844,TELANGANA,Hyderabad,HIMAYATHNAGAR, 
State Bank Of India,S1NW000847088,17.382884,78.465145,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S1BW000847077,17.382895,78.488718,TELANGANA,Hyderabad,HIMAYATHNAGAR, 
Lakshmi Vilas Bank Ltd,04770708,17.38295,0.0,TELANGANA,Hyderabad, , 
State Bank Of India,S1NG000847036,17.382979,78.48691,TELANGANA,Hyderabad,HIMAYATHNAGAR, 
Axis Bank Ltd,BPCN162804,17.38304,78.40501,TELANGANA,Hyderabad,0,0
Canara Bank,0878E016,17.383057,78.491222,TELANGANA,Hyderabad, , 
Canara Bank,0878EP06,17.38312,78.40505,TELANGANA,Hyderabad,HYDERABAD,500008
Union Bank Of India,DHYD02701111111,17.38316,78.42916,TELANGANA,Hyderabad,Hyderabad,500004
State Bank Of India,T1NH003026195,17.383208,78.488325,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,T1BY005916278,17.383329,78.398864,TELANGANA,Hyderabad,Golconda, 
State Bank Of India,T1BW005916273,17.383329,78.398864,TELANGANA,Hyderabad,Golconda, 
State Bank Of India,T1BW005916274,17.383329,78.489684,TELANGANA,Hyderabad,HYDERABAD, 
Axis Bank Ltd,AWCW88108,17.383357,78.48315,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,SFCNM449,17.383384,78.518653,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,SFCNM448,17.383384,78.518653,TELANGANA,Hyderabad, , 
State Bank Of India,T1BW000916264,17.383389,78.456585,TELANGANA,Hyderabad,HYDERABAD, 
Indian Overseas Bank,IOB8541,17.383415,78.439313,TELANGANA,Hyderabad,HYDERABAD,0
Canara Bank,8787088,17.383425,78.43827,TELANGANA,Hyderabad, , 
HDFC Bank Ltd,P1DCHD41,17.3835,78.4383,TELANGANA,Hyderabad,Hyderabad,NULL
HDFC Bank Ltd,P1DCHY96,17.3835,78.4384,TELANGANA,Hyderabad,Hyderabad,NULL
Canara Bank,A3000001,17.38352,78.47528,TELANGANA,Hyderabad, , 
Canara Bank,A3311001,17.38352,78.47528,TELANGANA,Hyderabad, , 
Union Bank Of India,NHYD11311111111,17.38353,78.49109,TELANGANA,Hyderabad,Hyderabad,500027
Axis Bank Ltd,APCN37003,17.3835724,78.5264467,TELANGANA,Hyderabad,0,500029
Axis Bank Ltd,APCN89012,17.3836249,78.5264876,TELANGANA,Hyderabad,0,500039
HDFC Bank Ltd,P3ENHY93,17.383645,78.455188,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,SACWM317,17.383731,78.438468,TELANGANA,Hyderabad, , 
Axis Bank Ltd,BPCN292204,17.3837383,78.4376317,TELANGANA,Hyderabad,0,500028
ICICI Bank Ltd,SACWM318,17.383739,78.438461,TELANGANA,Hyderabad, , 
Axis Bank Ltd,DPRH292202,17.38374,78.437629,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,T1BS003026291,17.383789,78.510099,TELANGANA,Hyderabad,HYDERABAD, 
HDFC Bank Ltd,P1DCHD43,17.3838,78.4034,TELANGANA,Hyderabad,Hyderabad,NULL
HDFC Bank Ltd,P1DCTE01,17.3839,78.4045,TELANGANA,Hyderabad,Hyderabad,NULL
Punjab National Bank,DA110056,17.384048,78.475183,TELANGANA,Hyderabad, , 
Canara Bank,10765502,17.38405,78.47569,TELANGANA,Hyderabad, , 
State Bank Of India,S5NG020454621,17.384227,78.557942,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
State Bank Of India,S1BG020172008,17.384269,78.481849,TELANGANA,Hyderabad,NALGONDA, 
Union Bank Of India,NHYD10611111111,17.38452,78.43911,TELANGANA,Hyderabad,Hyderabad,500018
Punjab National Bank,N3196900,17.38456,78.48893,TELANGANA,Hyderabad,HYDERABAD,500027
State Bank Of India,S1BW005916092,17.384584,78.488998,TELANGANA,Hyderabad,RANGAREDDY,500046
Union Bank Of India,W0825001,17.3846,77.7454,TELANGANA,Vikarabad,KOTIPALLY,501106
Canara Bank,A3014001,17.38472,78.49373,TELANGANA,Hyderabad,HYDERABAD,500027
State Bank Of India,S1BW000847504,17.38472,78.51583,TELANGANA,Hyderabad,HYDERABAD,500013
State Bank Of India,S1BB000847050,17.38487,78.484624,TELANGANA,Hyderabad,NAMPALLY, 
Bank Of Baroda,1DBA01241,17.384902,78.484155,TELANGANA,Hyderabad,HYDERABAD,500095
Bank Of Baroda,1VW400301,17.384902,78.484155,TELANGANA,Hyderabad,HYDERABAD,500095
Indian Bank,S1AL0152,17.384972,78.4866126,TELANGANA,Hyderabad,HYDERABAD,500068
Yes Bank Ltd,SKAPO557,17.38498,78.49412,TELANGANA,Hyderabad,Hyderabad, 
State Bank Of India,S5BL000847629,17.384989,78.484429,TELANGANA,Hyderabad,HYDERABAD, 
Lakshmi Vilas Bank Ltd,002DM254,17.384999,0.0,TELANGANA,Hyderabad, , 
IndusInd Bank,MN000412,17.385012,78.486755,TELANGANA,Hyderabad,Hyderabad,500059
IndusInd Bank,MN000418,17.38502,78.48676,TELANGANA,Hyderabad,Hyderabad,500040
Uco Bank,DA011401,17.38502,78.48673,TELANGANA,Hyderabad,HYDERABAD,500095
IndusInd Bank,MN028902,17.38503,78.4867,TELANGANA,Hyderabad,Hyderabad,500052
Kotak Mahindra Bank Limited,HYBW9072,17.38504,78.48667,TELANGANA,Hyderabad,Hyderabad, 
Kotak Mahindra Bank Limited,HYON9191,17.38504,78.48667,TELANGANA,Hyderabad,Hyderabad, 
Axis Bank Ltd,DERO427201,17.385043,78.486671,TELANGANA,Hyderabad,HYDERABAD, 
HDFC Bank Ltd,P3ENHY97,17.385043,78.486671,TELANGANA,Hyderabad, , 
HDFC Bank Ltd,P3ENHY90,17.385043,78.486671,TELANGANA,Hyderabad, , 
Yes Bank Ltd,SAPO1320,17.385044,78.486671,TELANGANA,Hyderabad,Hyderabad, 
Kotak Mahindra Bank Limited,HYOD9485,17.385044,78.486671,TELANGANA,Hyderabad,Hyderabad,500067
Axis Bank Ltd,DERO438601,17.385043,78.486671,TELANGANA,Hyderabad,HYDERABAD, 
Axis Bank Ltd,BPCN162803,17.38505,78.35642,TELANGANA,Ranga Reddy,0,0
Karur Vysya Bank Ltd,S1AC0146102,17.38508956,78.35663295,TELANGANA,Ranga Reddy,HYDERABAD,500089
Union Bank Of India,N3103001,17.385099,79.8941,TELANGANA,Mahabubabad,MARIPEDA, 
State Bank Of India,S1BW000847073,17.38518,78.482399,TELANGANA,Hyderabad,HYDERABAD, 
Union Bank Of India,H0205101,17.3852,78.4851,TELANGANA,Hyderabad,HYDERABAD,500195
Union Bank Of India,N0205010,17.3852,78.4851,TELANGANA,Hyderabad,HYDERABAD,500195
Union Bank Of India,N0205009,17.3852,78.4851,TELANGANA,Hyderabad,HYDERABAD,500195
Union Bank Of India,W0205011,17.385223,78.48509,TELANGANA,Hyderabad,HYDERABAD,500195
Union Bank Of India,D0205008,17.385223,78.48509,TELANGANA,Hyderabad,HYDERABAD,500195
IDBI Bank Ltd,TC116913,17.38524,78.45543,TELANGANA,Hyderabad,Hyderabad,500062
IDBI Bank Ltd,ID000215,17.38524,78.50212,TELANGANA,Hyderabad,Hyderabad,500001
IDBI Bank Ltd,ID105712,17.38524,78.5186,TELANGANA,Hyderabad,Hyderabad,500035
State Bank Of India,S5NC000847622,17.38528,78.48139,TELANGANA,Hyderabad,HYDERABAD,500095
IDBI Bank Ltd,ID116913,17.38529,78.50212,TELANGANA,Hyderabad,Hyderabad,500047
Kotak Mahindra Bank Limited,HYOW1631,17.3853,78.48297,TELANGANA,Hyderabad,Hyderabad,500095
State Bank Of India,S1BW000847070,17.385329,78.4815,TELANGANA,Hyderabad,KHAIRATABAD, 
State Bank Of India,S1NB000847071,17.385358,78.481441,TELANGANA,Hyderabad,KHAIRATABAD, 
Punjab National Bank,TS1A210U,17.385362,78.483174,TELANGANA,Hyderabad,HYDERABAD, 
Central Bank Of India,SCRH08081S,17.385404,78.480565,TELANGANA,Hyderabad, , 
State Bank Of India,T1NS003026209,17.385421,78.572332,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S5NL000847627,17.385476,78.481594,TELANGANA,Hyderabad,NAMPALLY, 
State Bank Of India,S5NL000847624,17.385502,78.481601,TELANGANA,Hyderabad,CHARMINAR, 
State Bank Of India,S1NW000847097,17.385511,78.481313,TELANGANA,Hyderabad,Hyderabad, 
HDFC Bank Ltd,P3FNHY30,17.385523,78.479646,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S1BW000847063,17.385525,78.481521,TELANGANA,Hyderabad,KHAIRATABAD, 
State Bank Of India,S5NC000847621,17.385528,78.481475,TELANGANA,Hyderabad,NAMPALLY, 
ICICI Bank Ltd,SACWM319,17.385591,78.35527,TELANGANA,Ranga Reddy, , 
ICICI Bank Ltd,SACWC693,17.385592,78.355269,TELANGANA,Ranga Reddy,Hyderabad, 
Lakshmi Vilas Bank Ltd,005DM498,17.385599,0.0,TELANGANA,Hyderabad, , 
State Bank Of India,S1BG005916175,17.385605,78.403589,TELANGANA,Hyderabad,GOLCONDA,500046
State Bank Of India,S5NL000847625,17.385643,78.480035,TELANGANA,Hyderabad,NAMPALLY, 
State Bank Of India,S1BW000847458,17.38571,78.48021,TELANGANA,Hyderabad,HYDERABAD,500095
State Bank Of India,S1BW000847459,17.38574,78.4801,TELANGANA,Hyderabad,HYDERABAD,500095
Indian Overseas Bank,IOB6952,17.385745,78.486701,TELANGANA,Hyderabad,HYDERABAD,0
HDFC Bank Ltd,P3ENHY72,17.38576,78.479499,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,SACWC449,17.38579,78.524174,TELANGANA,Hyderabad,Hyderabad, 
State Bank Of India,S1BB020065001,17.385799,78.4705,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S5NC020701621,17.385854,78.518473,TELANGANA,Hyderabad,MUSHEERABAD, 
State Bank Of India,S5NL000847628,17.385983,78.483326,TELANGANA,Hyderabad,CHARMINAR, 
HDFC Bank Ltd,S1ANHB22,17.386,78.4394,TELANGANA,Hyderabad,Hyderabad,NULL
State Bank Of India,S5NE004515621,17.38606,79.89368,TELANGANA,Mahabubabad,WARANGAL,506315
State Bank Of India,S1NG020401001,17.386106,78.467392,TELANGANA,Hyderabad,NAMPALLY, 
Axis Bank Ltd,BPCN180816,17.38625,78.527779,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S5NG020071621,17.386312,78.4878,TELANGANA,Hyderabad,Hyderabad, 
Canara Bank,A3025001,17.386399,78.358499,TELANGANA,Ranga Reddy, , 
Union Bank Of India,W0321003,17.38642,78.496842,TELANGANA,Hyderabad,HYDERABAD,500027
Axis Bank Ltd,CWCW88102,17.38643,78.485,TELANGANA,Hyderabad,0,0
Karur Vysya Bank Ltd,S1AC0148003,17.38654833,78.430465,TELANGANA,Hyderabad,HYDERABAD,500028
State Bank Of India,S5NL020071623,17.386578,78.486491,TELANGANA,Hyderabad,Hyderabad, 
Bank Of Maharashtra,WA0019A1,17.386587,78.480372,TELANGANA,Hyderabad,HYDERABAD-SULTAN BAZAR,500001
Union Bank Of India,W0858004,17.3866,78.4724,TELANGANA,Hyderabad,HYDERABAD,500001
Union Bank Of India,H0858102,17.3866,78.4724,TELANGANA,Hyderabad,HYDERABAD,500001
Union Bank Of India,W0378003,17.38662,78.4724,TELANGANA,Hyderabad,HYDERABAD,500001
Yes Bank Ltd,SABPO313,17.38667,78.47631,TELANGANA,Hyderabad,Hyderabad, 
Yes Bank Ltd,SABNA136,17.38667,78.47631,TELANGANA,Hyderabad,Hyderabad, 
Indian Overseas Bank,IOB9281,17.386799,78.478194,TELANGANA,Hyderabad,HYDERABAD,0
Axis Bank Ltd,DECN145804,17.386799,78.453899,TELANGANA,Hyderabad, , 
HDFC Bank Ltd,S1AWHY36,17.3868,78.4778,TELANGANA,Hyderabad,Hyderabad,NULL
State Bank Of India,S1NB000847538,17.386903,78.495631,TELANGANA,Hyderabad,HIMAYATHNAGAR, 
State Bank Of India,T1BS020165025,17.387117,80.644992,TELANGANA,Bhadradri Kothagudem,KHAMMAM, 
State Bank Of India,S1BW005916104,17.387122,78.442035,TELANGANA,Hyderabad,RANGAREDDY,500018
State Bank Of India,S1BB020071002,17.387131,78.487392,TELANGANA,Hyderabad,Hyderabad, 
Indusind Bank,MN000423,17.387135,78.429943,TELANGANA,Hyderabad,Hyderabad, 
State Bank Of India,T1BY003026265,17.387139,78.491679,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,T1BS002714141,17.387139,78.491684,TELANGANA,Hyderabad,Uppal, 
Punjab National Bank,N1020700,17.38722,78.47751,TELANGANA,Hyderabad,HYDERABAD,500001
Bank Of India,CHY8009,17.387222,78.485832,TELANGANA,Hyderabad,METRO, 
Bank Of Baroda,1VD403701,17.387338,78.476311,TELANGANA,Hyderabad,HYDERABAD,500001
Union Bank Of India,W1110003,17.38736,78.531116,TELANGANA,Medchal Malkajgiri,HYDERABAD,500013
Kotak Mahindra Bank Limited,HYBW9439,17.387399,78.476318,TELANGANA,Hyderabad,Hyderabad,500001
State Bank Of India,S1BW000847093,17.3875,78.47667,TELANGANA,Hyderabad,HYDERABAD,500001
State Bank Of India,S1BB000847525,17.387528,78.463381,TELANGANA,Hyderabad,HYDERABAD,500095
Canara Bank,B3029001,17.387552,78.472065,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S5NE007640621,17.387798,78.446691,TELANGANA,Hyderabad,HYDERABAD,500067
State Bank Of India,S1NW005916074,17.387801,78.326801,TELANGANA,Ranga Reddy,Hyderabad, 
Axis Bank Ltd,LWCW88110,17.387859,78.480839,TELANGANA,Hyderabad,HYDERABAD, 
Axis Bank Ltd,CWRO88102,17.387859,78.480839,TELANGANA,Hyderabad,HYDERABAD, 
IDBI Bank Ltd,ID043201,17.38786,78.41148,TELANGANA,Hyderabad,Hyderabad,500032
IDBI Bank Ltd,ID043213,17.38786,78.48839,TELANGANA,Hyderabad,Hyderabad,500008
IDBI Bank Ltd,TC127401,17.38786,78.49388,TELANGANA,Hyderabad,Hyderabad,500060
HDFC Bank Ltd,P3FNHY31,17.387877,78.52976,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Axis Bank Ltd,TERH421401,17.387889,78.343303,TELANGANA,Ranga Reddy,NARSINGI, 
IndusInd Bank,MW000430,17.38789,78.50306,TELANGANA,Hyderabad,Hyderabad,500027
State Bank Of India,S1BB004515002,17.3879,79.891242,TELANGANA,Mahabubabad,MARIPEDA, 
Kotak Mahindra Bank Limited,HYOD9407,17.387925,78.481131,TELANGANA,Hyderabad,Hyderabad,500029
Axis Bank Ltd,DWCW137807,17.387929,78.510489,TELANGANA,Hyderabad,SECUNDERABAD, 
State Bank Of India,T1NY000916222,17.388049,78.483959,TELANGANA,Hyderabad,KOTI, 
State Bank Of India,S1N6000847517,17.388062,78.519982,TELANGANA,Hyderabad,Hyderabad, 
State Bank Of India,T1BS020098017,17.388063,78.341079,TELANGANA,Ranga Reddy,MEDAK, 
Union Bank Of India,W2425001,17.3881,78.36,TELANGANA,Ranga Reddy,HYDERABAD,500075
Union Bank Of India,N0854008,17.3881,78.4466,TELANGANA,Hyderabad,HYDERABAD,500028
Bank Of India,AHY8013,17.388169,78.48094,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,S1VDB995,17.388196,78.339912,TELANGANA,Ranga Reddy, , 
HDFC Bank Ltd,P1ENHD10,17.3882,78.4646,TELANGANA,Hyderabad,Hyderabad,NULL
HDFC Bank Ltd,P3ENHD02,17.3882,78.4673,TELANGANA,Hyderabad,Hyderabad,NULL
HDFC Bank Ltd,P1ENVS07,17.3882,78.4838,TELANGANA,Hyderabad,Hyderabad,NULL
State Bank Of India,S5NC020065621,17.388268,78.471252,TELANGANA,Hyderabad,NAMPALLY, 
State Bank Of India,S5NL020065622,17.388282,78.471242,TELANGANA,Hyderabad,NAMPALLY, 
Axis Bank Ltd,CWCW42621,17.3883152,78.4289635,TELANGANA,Hyderabad,0,500028
State Bank Of India,S1NB000847552,17.388337,78.486706,TELANGANA,Hyderabad,HIMAYATHNAGAR, 
ICICI Bank Ltd,SACWN604,17.388406,78.503921,TELANGANA,Hyderabad, , 
State Bank Of India,T1NH000916172,17.388416,78.494349,TELANGANA,Hyderabad,HYDERABAD, 
Canara Bank,A3017001,17.388463,78.496097,TELANGANA,Hyderabad, , 
State Bank Of India,T1NH003026164,17.388587,78.397657,TELANGANA,Hyderabad,HYDERABAD, 
State Bank Of India,S1BW000847456,17.38861,78.47361,TELANGANA,Hyderabad,HYDERABAD,500001
ICICI Bank Ltd,S1CPS068,17.388628,78.477012,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,S1CWK589,17.388628,78.477012,TELANGANA,Hyderabad, , 
ICICI Bank Ltd,S1CWK614,17.388628,78.477012,TELANGANA,Hyderabad, , 
Yes Bank Ltd,SABPB456,17.38867,78.47379,TELANGANA,Hyderabad,Hyderabad, 
Canara Bank,0878WS07,17.388763,78.492996,TELANGANA,Hyderabad, , 
State Bank Of India,T1NH000916173,17.388777,78.495576,TELANGANA,Hyderabad,HYDERABAD, 
HDFC Bank Ltd,S1AWHY44,17.3888,78.4552,TELANGANA,Hyderabad,Hyderabad,NULL
Union Bank Of India,W1509002,17.3888,78.4858,TELANGANA,Hyderabad,HYDERABAD,500001
Union Bank Of India,L1424002,17.3888,78.48581,TELANGANA,Hyderabad,HYDERABAD,500095
Union Bank Of India,W0205007,17.3888,78.48581,TELANGANA,Hyderabad,HYDERABAD,500195
State Bank Of India,S1BW000847457,17.388831,78.463475,TELANGANA,Hyderabad,Hyderabad, 
Bank Of India,IHY8021,17.38884,78.50751,TELANGANA,Hyderabad,HYDERABAD,500013
Punjab National Bank,WC110033,17.388845,78.473866,TELANGANA,Hyderabad,HYDERABAD,&nbsp;
ICICI Bank Ltd,SACWE926,17.388911,78.449923,TELANGANA,Hyderabad,Hyderabad, 
Bank Of India,AHY8008,17.388919,78.47442,TELANGANA,Hyderabad, , 
Bank Of Baroda,1RDNHYD03,17.38894,78.478076,TELANGANA,Hyderabad,HYDERABAD,500001
State Bank Of India,T1NF000916221,17.38895,78.483616,TELANGANA,Hyderabad,KOTI, 
State Bank Of India,S1NB000847003,17.38897,78.485697,TELANGANA,Hyderabad,Hyderabad, 
Kotak Mahindra Bank Limited,HYON9360,17.38898,78.538219,TELANGANA,Medchal Malkajgiri,Hyderabad, 
State Bank Of India,S5BE021038621,17.389009,78.467263,TELANGANA,Hyderabad,NAMPALLY, 
Axis Bank Ltd,CECN42724,17.3891,77.836699,TELANGANA,Vikarabad, , 
Union Bank Of India,Y0321101,17.3891,78.4947,TELANGANA,Hyderabad,HYDERABAD,500027
State Bank Of India,S1NW000847087,17.3891,78.473877,TELANGANA,Hyderabad,HYDERABAD, 
Bank Of India,CHY9003,17.389122,78.474429,TELANGANA,Hyderabad,HYDERABAD, 
Canara Bank,0878E027,17.389124,78.498724,TELANGANA,Hyderabad, , 
HDFC Bank Ltd,S1ACHE20,17.389138,77.836728,TELANGANA,Vikarabad,HYDERABAD, 
HDFC Bank Ltd,S1ANHE31,17.389138,78.544659,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
ICICI Bank Ltd,SACWJ215,17.389144,78.454149,TELANGANA,Hyderabad,Hyderabad, 
ICICI Bank Ltd,SACWM020,17.389144,78.454147,TELANGANA,Hyderabad, , 
